filename,type,offset,compressedSize,uncompressedSize,method,zlib,7zip
HMSCore-hatool.properties,properties,0,39,37,8,0,0
HMSCore-base.properties,properties,94,37,35,8,1,0
HMSCore-ui.properties,properties,184,35,33,8,1,0
androidsupportmultidexversion.txt,txt,270,55,53,8,1,0
bundle.properties,properties,388,287,673,8,1,0
network-grs.properties,properties,722,37,35,8,1,0
HMSCore-stats.properties,properties,811,38,36,8,1,0
androidx.documentfile_documentfile.version,version,903,8,6,8,1,0
androidx.appcompat_appcompat.version,version,992,8,6,8,1,0
androidx.lifecycle_lifecycle-runtime.version,version,1075,8,6,8,1,0
androidx.sqlite_sqlite.version,version,1166,8,6,8,1,0
androidx.tracing_tracing.version,version,1243,8,6,8,1,0
androidx.lifecycle_lifecycle-viewmodel.version,version,1322,8,6,8,1,0
app_debug.kotlin_module,kotlin_module,1415,12,16,8,1,0
kotlin-stdlib-coroutines.kotlin_module,kotlin_module,1489,173,381,8,1,0
androidx.lifecycle_lifecycle-service.version,version,1739,8,6,8,1,0
androidx.interpolator_interpolator.version,version,1830,8,6,8,1,0
androidx.annotation_annotation-experimental.version,version,1919,8,6,8,1,0
androidx.slidingpanelayout_slidingpanelayout.version,version,2017,8,6,8,1,0
androidx.transition_transition.version,version,2116,8,6,8,1,0
androidx.print_print.version,version,2201,8,6,8,1,0
android.support.design_material.version,version,2276,14,12,8,1,0
androidx.arch.core_core-runtime.version,version,2368,8,6,8,1,0
rxjava.properties,properties,2454,391,652,8,1,0
cashier_release.kotlin_module,kotlin_module,2901,110,146,8,1,0
androidx.swiperefreshlayout_swiperefreshlayout.version,version,3079,8,6,8,1,0
kotlinx-coroutines-core.kotlin_module,kotlin_module,3180,953,2294,8,1,0
lib_release.kotlin_module,kotlin_module,4209,100,157,8,1,0
XBridge_release.kotlin_module,kotlin_module,4373,78,98,8,1,0
androidx.cardview_cardview.version,version,4519,8,6,8,1,0
home_release.kotlin_module,kotlin_module,4600,76,80,8,1,0
personallib.kotlin_module,kotlin_module,4741,194,370,8,1,0
androidx.percentlayout_percentlayout.version,version,4999,8,6,8,1,0
androidx.viewpager_viewpager.version,version,5090,8,6,8,1,0
androidx.core_core.version,version,5173,8,6,8,1,0
androidx.lifecycle_lifecycle-livedata-core.version,version,5246,8,6,8,1,0
kotlin-stdlib-common.kotlin_module,kotlin_module,5343,706,1423,8,1,0
kotlin-stdlib-common-coroutines.kotlin_module,kotlin_module,6122,113,186,8,1,0
kotlin-stdlib-jdk7.kotlin_module,kotlin_module,6319,51,59,8,1,0
androidx.vectordrawable_vectordrawable.version,version,6441,8,6,8,1,0
androidx.sqlite_sqlite-framework.version,version,6534,8,6,8,1,0
androidx.coordinatorlayout_coordinatorlayout.version,version,6621,8,6,8,1,0
androidx.versionedparcelable_versionedparcelable.version,version,6720,8,6,8,1,0
androidx.fragment_fragment.version,version,6823,8,6,8,1,0
androidx.databinding_viewbinding.version,version,6904,7,5,8,1,0
androidx.asynclayoutinflater_asynclayoutinflater.version,version,6990,8,6,8,1,0
androidx.recyclerview_recyclerview.version,version,7093,8,6,8,1,0
request-preload_release.kotlin_module,kotlin_module,7182,56,61,8,1,0
androidx.vectordrawable_vectordrawable-animated.version,version,7314,8,6,8,1,0
androidx.room_room-runtime.version,version,7416,8,6,8,1,0
androidx.savedstate_savedstate.version,version,7497,8,6,8,1,0
javax.annotation.processing.Processor,Processor,7582,31,29,8,1,0
kotlinx.coroutines.CoroutineExceptionHandler,CoroutineExceptionHandler,7698,50,54,8,1,0
kotlinx.coroutines.internal.MainDispatcherFactory,MainDispatcherFactory,7840,49,52,8,1,0
androidx.lifecycle_lifecycle-extensions.version,version,7986,8,6,8,1,0
androidx.activity_activity.version,version,8080,8,6,8,1,0
androidx.localbroadcastmanager_localbroadcastmanager.version,version,8161,8,6,8,1,0
androidx.customview_customview.version,version,8268,8,6,8,1,0
androidx.lifecycle_lifecycle-process.version,version,8353,8,6,8,1,0
androidx.lifecycle_lifecycle-viewmodel-savedstate.version,version,8444,8,6,8,1,0
androidx.viewpager2_viewpager2.version,version,8548,8,6,8,1,0
androidx.legacy_legacy-support-core-ui.version,version,8633,8,6,8,1,0
libDJBaseCore_release.kotlin_module,kotlin_module,8726,82,87,8,1,0
androidx.cursoradapter_cursoradapter.version,version,8882,8,6,8,1,0
androidx.databinding_baseAdapters.version,version,8973,7,5,8,1,0
kotlinx-coroutines-android.kotlin_module,kotlin_module,9060,62,67,8,1,0
eldermodelib.kotlin_module,kotlin_module,9201,160,434,8,1,0
androidx.legacy_legacy-support-core-utils.version,version,9426,8,6,8,1,0
AndroidJD-Lib_androidRelease.kotlin_module,kotlin_module,9522,12,16,8,1,0
androidx.loader_loader.version,version,9615,8,6,8,1,0
androidx.databinding_library.version,version,9692,7,5,8,1,0
kotlin-stdlib.kotlin_module,kotlin_module,9774,1452,3796,8,1,0
com.google.android.material_material.version,version,11292,12,10,8,1,0
androidx.lifecycle_lifecycle-livedata.version,version,11387,8,6,8,1,0
data-snapshot_release.kotlin_module,kotlin_module,11479,12,16,8,1,0
kotlin-android-extensions-runtime.kotlin_module,kotlin_module,11565,12,16,8,1,0
androidx.drawerlayout_drawerlayout.version,version,11663,8,6,8,1,0
libtxmapengine.so,so,11752,1309586,3323616,8,1,0
libjdcard-jni.so,so,1321399,18917,46952,8,1,0
libSecurity.so,so,1340376,180750,395656,8,1,0
libcom.jd.lib.scan.so,so,1521184,372316,412084,8,1,0
libDecryptorJni.so,so,1893565,73758,137024,8,1,0
libc++_shared.so,so,1967385,275130,977256,8,1,0
libcom.jd.lib.jdfriend.so,so,2242575,169160,183615,8,1,0
libglog_init.so,so,2411804,15320,34880,8,1,0
libcom.jd.lib.browserhistory.so,so,2427183,72770,83874,8,1,0
libuptsmaddonmi.so,so,2500028,322915,776992,8,1,0
libcom.jd.lib.jdpaycommon.so,so,2823005,2030781,2081176,8,1,0
libcom.jd.lib.incomingcall.so,so,4853858,38324,46066,8,1,0
libfreetype.so,so,4892255,275973,542568,8,1,0
libavif_android.so,so,5168286,378799,764912,8,1,0
libjdvad.so,so,5547147,296836,915560,8,1,0
libylayout.so,so,5844038,94587,231632,8,1,0
libcom.jd.lib.Discovery.so,so,5938682,183682,228019,8,1,0
libcom.jd.lib.usermanager.so,so,6122434,205053,228859,8,1,0
libcom.jd.lib.productdetail.so,so,6327559,2396774,2786437,8,1,0
libcom.jd.lib.mywallet.so,so,8724407,138848,154558,8,1,0
libfb.so,so,8863324,63119,174296,8,1,0
libcom.jd.lib.JDBusinessAddress.so,so,8926495,121466,139006,8,1,0
libdynamic_math.so,so,9048039,73976,219264,8,1,0
libijkffmpeg.so,so,9122077,1959333,4713872,8,1,0
libweibosdkcore.so,so,11081469,11023,26136,8,1,0
libjscexecutor.so,so,11092554,102977,292944,8,1,0
libcom.jd.lib.jdpayverify.so,so,11195592,87735,113845,8,1,0
libglog.so,so,11283399,60422,153776,8,1,0
libcom.jd.lib.bundle_order_unit.so,so,11343875,26665,33391,8,1,0
libcom.jd.lib.productdetailfeeds.so,so,11370618,653124,753474,8,1,0
libaurautils.so,so,12023821,6025,14208,8,1,0
libcom.jd.lib.message.so,so,12029905,250192,288063,8,1,0
libcom.jd.lib.jdpaygeneral.so,so,12280165,132069,171740,8,1,0
libjdcrash.so,so,12412307,40575,84288,8,1,0
libcom.jd.lib.developermode.so,so,12452939,20596,29479,8,1,0
libbspatch_utils.so,so,12473609,38067,82776,8,1,0
libstatic-webp.so,so,12511739,253266,621272,8,1,0
libjdcrash_dumper.so,so,12765066,65966,129872,8,1,0
libcom.jd.lib.NewProduct.so,so,12831096,577716,647551,8,1,0
libJdSecLE.so,so,13408883,74931,150200,8,1,0
libyoga.so,so,13483871,86938,231480,8,1,0
libcom.jd.lib.icssdk.so,so,13570863,2264426,2525040,8,1,0
libjdbitmapkit.so,so,15835356,52917,146088,8,1,0
libjdface.so,so,15888334,3086599,5387440,8,1,0
libwcdb.so,so,18974989,889559,1886968,8,1,0
libcom.jd.lib.evaluatecenter.so,so,19864602,840517,936885,8,1,0
libcom.jd.lib.jdlivelist.so,so,20705194,574112,636380,8,1,0
libcom.jd.lib.jdlivelistlib.so,so,21279377,366007,405599,8,1,0
