filename,type,offset,compressedSize,uncompressedSize,method,zlib,7zip
builddef.lst,lst,0,3450,44769,8,0,0
HMSCore-log.properties,properties,3492,36,34,8,1,0
WebKitAvailability.h,h,3580,1240,3181,8,1,0
JSValueRef.h,h,4906,2985,14699,8,1,0
JSBase.h,h,7969,2725,7665,8,1,0
JSContextRef.h,h,10768,1894,6079,8,1,0
JSStringRef.h,h,12742,2046,5866,8,1,0
JavaScript.h,h,14867,804,1572,8,1,0
JSObjectRef.h,h,15749,7030,37977,8,1,0
DynJNI.h,h,22858,263,527,8,1,0
JSCCache.cpp,cpp,23180,163,337,8,1,0
TypeConvertor.cpp,cpp,23406,1541,10072,8,1,0
JavaScriptRuntime.cpp,cpp,25015,1028,3964,8,1,0
JSException.h,h,26115,217,332,8,1,0
JSCBridge.cpp,cpp,26396,2269,13646,8,1,0
JSException.cpp,cpp,28729,946,2809,8,1,0
TypeConvertor.h,h,29741,275,497,8,1,0
JSCCache.h,h,30082,238,427,8,1,0
DynJNI.cpp,cpp,30381,355,785,8,1,0
CMakeLists.txt,txt,30797,877,2138,8,1,0
func_entry.cpp,cpp,31731,490,1043,8,1,0
expr.hpp,hpp,32279,374,804,8,1,0
CMakeLists.txt,txt,32705,736,1664,8,1,0
DYNOCInterface.h,h,33499,489,1020,8,1,0
expr.cpp,cpp,34048,3169,10921,8,1,0
CMakeLists.txt,txt,37269,213,283,8,1,0
network-common.properties,properties,37535,40,38,8,1,0
HMSCore-hatool.properties,properties,37630,39,37,8,1,0
network-framework-compat.properties,properties,37724,45,48,8,1,0
version.txt,txt,37834,18,16,8,1,0
isoparser-default.properties,properties,37893,2665,12965,8,1,0
AndroidManifest.xml,xml,40616,41381,264028,8,1,0
androidsupportmultidexversion.txt,txt,82046,55,53,8,1,0
libavif_android.so,so,82164,340217,645304,8,1,0
libstatic-webp.so,so,422445,196490,395176,8,1,0
libcom.jd.lib.babel.so,so,618998,990975,1102819,8,1,0
libcom.jd.lib.favourites.so,so,1610041,148066,172985,8,1,0
libaurautils.so,so,1758180,10405,22172,8,1,0
libcom.jd.lib.jdpaycode.so,so,1768646,202763,241982,8,1,0
libcom.jd.lib.shareorder.so,so,1971481,422800,467936,8,1,0
libjdg.so,so,2394354,185820,299052,8,1,0
libfb.so,so,2580229,49626,140976,8,1,0
libdynamic-jsc.so,so,2629909,26641,63208,8,1,0
libjdDynamic.so,so,2656613,47784,102376,8,1,0
libuptsmaddonmi.so,so,2704458,274854,579468,8,1,0
libjdcard.so,so,2979376,946497,2383696,8,1,0
libjsc.so,so,3925931,2269014,5633604,8,1,0
libcom.jd.lib.worthbuy.so,so,6195000,717506,793905,8,1,0
libjdcard-jni.so,so,6912577,12401,26136,8,1,0
libcom.jd.lib.icssdk.so,so,6925040,2279387,2536938,8,1,0
libcom.jd.lib.newarrivals.so,so,9204496,221771,243474,8,1,0
libdynamic_math.so,so,9426341,52957,116368,8,1,0
libglog_init.so,so,9479362,8375,18044,8,1,0
libcom.jd.lib.jdmiaosha.so,so,9487798,1078153,1174210,8,1,0
libphccommon-lib.so,so,10566023,132302,230968,8,1,0
libWangyinCryptoLib.so,so,10698390,1127546,2651524,8,1,0
libffmpeginvoke.so,so,11826004,109390,214560,8,1,0
libjdopus.so,so,11935458,149837,210428,8,1,0
libwcdb.so,so,12085353,614469,993716,8,1,0
libcom.jd.lib.productdetailfeeds.so,so,12699878,653124,753474,8,1,0
libuptsmaddon.so,so,13353083,275571,579564,8,1,0
libcom.jd.lib.productdetail.so,so,13628716,2391774,2782341,8,1,0
libijkffmpeg.so,so,16020566,1902337,3869756,8,1,0
libcom.jd.lib.mylive.so,so,17922964,672291,742521,8,1,0
libcom.jd.lib.jdlivelistlib.so,so,18595324,366065,405599,8,1,0
libcom.jd.lib.coupon.so,so,18961465,752815,820463,8,1,0
libylayout.so,so,19714349,66470,136880,8,1,0
libcom.jd.lib.search.so,so,19780878,1881776,2023382,8,1,0
libjscexecutor.so,so,21662723,89454,226988,8,1,0
libjdbitmapkit.so,so,21752240,46229,92436,8,1,0
libSecurity.so,so,21798532,156646,268296,8,1,0
libyoga.so,so,21955238,73379,161404,8,1,0
libjdJmaEncryptUtil.so,so,22028673,56599,114612,8,1,0
libcom.jd.lib.omnichannelsearch.so,so,22085340,182306,207060,8,1,0
libcom.jd.lib.ISVHourRecommend.so,so,22267726,16429,25288,8,1,0
libcom.jd.lib.RankingList.so,so,22284234,405524,463259,8,1,0
libweibosdkcore.so,so,22689832,11891,21752,8,1,0
libcom.jd.lib.category.so,so,22701787,186388,212110,8,1,0
libjsinspector.so,so,22888246,13420,34428,8,1,0
liblogx.so,so,22901729,27803,46560,8,1,0
libcom.jd.lib.mycoupon.so,so,22929588,227954,265022,8,1,0
libeidjni.so,so,23157613,71161,141192,8,1,0
libcom.jd.lib.cashier.so,so,23228832,373665,415775,8,1,0
libjdcrash.so,so,23602567,30969,55056,8,1,0
libtxmapengine.so,so,23633595,1081670,2371308,8,1,0
libDecryptorJni.so,so,24715328,47763,71048,8,1,0
libgifimage.so,so,24763155,84832,165708,8,1,0
libcom.jd.lib.setting.so,so,24848047,236832,271919,8,1,0
libcom.jd.lib.jdpaygeneral.so,so,25084949,132069,171740,8,1,0
libcom.jd.lib.browserhistory.so,so,25217093,72750,83874,8,1,0
libcom.jd.lib.login.so,so,25289920,386333,443885,8,1,0
libaura.so,so,25676321,7891,17888,8,1,0
libcom.jd.lib.NewProduct.so,so,25684268,522105,584321,8,1,0
libnative-imagetranscoder.so,so,26206446,158845,300604,8,1,0
libcom.jd.lib.link.so,so,26365365,207770,222319,8,1,0
libsharewind.so,so,26573202,12778,21988,8,1,0
libimagepipeline.so,so,26586041,2962,9792,8,1,0
libcom.jd.lib.jdpaycommon.so,so,26589068,1804741,1853143,8,1,0
libjdcrash_dumper.so,so,28393883,53021,83816,8,1,0
libcom.jd.lib.message.so,so,28446970,250192,288063,8,1,0
libjdface-jni.so,so,28697232,15592,34336,8,1,0
libpatrons.so,so,28712886,21349,42692,8,1,0
libcom.jd.lib.cart.so,so,28734294,1257902,1537352,8,1,0
